aX,aY,aZ,gX,gY,gZ
0.753,0.251,0.646,66.345,100.708,39.490
0.788,0.249,0.576,55.969,114.868,22.034
0.789,0.162,0.479,40.344,117.004,22.766
0.772,0.129,0.465,15.381,111.084,44.739
0.705,0.149,0.510,15.991,106.018,53.284
0.677,0.206,0.529,27.100,101.074,55.054
0.670,0.283,0.518,62.256,95.642,38.635
0.740,0.371,0.368,73.608,96.985,24.231
0.782,0.338,0.246,61.523,106.079,1.953
0.755,0.180,0.124,43.030,106.079,0.305
0.721,0.123,0.144,25.269,101.379,6.714
0.691,0.114,0.169,6.714,85.205,36.987
0.672,0.219,0.200,8.362,74.707,50.598
0.715,0.295,0.204,23.315,55.115,55.664
0.844,0.347,0.177,25.513,51.270,49.683
0.871,0.342,0.174,19.470,51.208,43.396
0.867,0.343,0.161,-15.442,55.298,43.762
0.804,0.372,0.086,-38.086,56.213,49.866
0.778,0.407,0.046,-65.063,49.988,62.134
0.789,0.522,-0.024,-63.416,40.710,62.683
0.840,0.561,-0.057,-52.002,29.358,56.641
0.899,0.583,-0.056,-16.846,17.334,22.156
0.960,0.600,-0.023,-7.080,21.362,0.610
0.970,0.569,-0.038,-19.043,40.405,-34.607
0.945,0.438,-0.158,-31.677,50.110,-46.692
0.938,0.363,-0.223,-48.523,52.185,-49.133
0.957,0.266,-0.210,-46.204,43.030,-40.710
1.005,0.258,-0.156,-33.386,34.546,-32.654
1.062,0.280,-0.126,7.812,32.776,-28.137
1.119,0.384,-0.210,20.264,40.833,-30.518
1.110,0.406,-0.287,12.817,51.208,-40.833
1.038,0.351,-0.396,2.258,51.819,-40.588
0.975,0.344,-0.430,-2.991,50.110,-33.752
0.901,0.411,-0.489,22.522,34.668,-16.785
0.893,0.449,-0.484,42.419,23.743,-12.146
0.893,0.472,-0.439,55.908,6.226,0.671
0.913,0.529,-0.296,50.354,-0.977,9.644
0.944,0.542,-0.215,29.541,-11.414,17.456
1.004,0.465,-0.013,19.409,-12.878,16.724
1.032,0.395,0.076,14.832,-12.268,13.245
1.046,0.329,0.135,25.269,-5.737,-1.160
1.025,0.264,0.169,33.020,-2.625,-7.446
1.012,0.262,0.159,32.349,0.977,-7.141
0.992,0.261,0.119,24.902,2.686,-3.601
0.980,0.259,0.095,19.226,4.578,-2.075
0.965,0.258,0.068,20.935,8.301,-8.911
0.927,0.246,0.019,23.254,9.583,-13.000
0.908,0.239,0.002,21.667,8.423,-13.123
0.882,0.261,-0.010,20.081,5.493,-9.827
0.886,0.288,0.001,20.752,-2.258,-2.380
0.924,0.344,0.034,22.644,-4.761,-0.610
0.947,0.358,0.052,23.743,-5.615,-0.854
0.966,0.361,0.070,21.484,-4.150,-3.540
0.978,0.361,0.080,17.761,-2.563,-4.211
0.974,0.353,0.077,4.150,-0.610,-2.686
0.960,0.320,0.069,-0.610,-0.427,-1.709
0.952,0.312,0.060,-1.160,-0.549,-1.709

1.284,1.073,-0.640,-27.222,-47.546,59.937
1.242,1.171,-0.802,-57.739,-44.067,55.603
1.195,1.229,-1.093,-85.571,-46.692,55.054
1.209,1.173,-1.183,-133.667,-59.509,54.382
1.245,0.981,-1.208,-137.817,-68.726,50.049
1.256,0.900,-1.178,-128.052,-80.505,44.434
1.247,0.864,-1.141,-89.844,-116.943,43.640
1.163,0.914,-0.980,-69.214,-144.775,49.438
1.097,0.937,-0.846,-32.349,-200.928,42.419
0.914,0.929,-0.588,-18.433,-217.407,22.095
0.809,0.890,-0.475,-8.240,-232.727,-26.855
0.488,0.763,-0.185,-11.292,-231.873,-55.603
0.151,0.641,0.010,-16.785,-221.863,-95.337
-0.384,0.462,0.273,-39.490,-187.683,-192.200
-1.709,-0.099,0.979,-59.875,-184.387,-221.863
-2.130,-0.382,1.352,-93.140,-245.361,-181.763
-2.048,-0.667,2.147,-92.407,-300.720,-128.113
-1.668,-0.605,2.677,-63.782,-395.996,-21.545
0.283,0.053,3.965,-61.523,-420.837,54.504
2.302,0.518,4.000,-82.092,-401.184,146.912
3.640,0.697,3.798,-117.249,2.075,37.842
0.266,-0.133,0.614,-89.172,263.855,-155.640
-1.616,-0.488,-1.079,-155.945,253.418,-80.872
-1.184,-0.364,-1.155,-187.134,62.805,96.008
-0.287,0.124,-0.260,28.809,-145.386,100.464
0.586,0.840,0.962,100.159,-132.507,21.912
0.775,0.633,1.223,72.388,-89.661,-15.869
0.872,0.268,1.282,-27.222,-1.526,-14.587
0.679,0.064,0.850,-29.663,26.184,-9.277
0.458,0.152,0.602,-14.160,35.034,4.944
0.208,0.297,0.402,-4.578,24.048,9.766
0.237,0.360,0.415,19.775,-2.258,7.996
0.412,0.411,0.555,29.480,-11.047,1.648
0.500,0.392,0.655,32.959,-16.296,-2.869
0.586,0.366,0.761,20.447,-19.165,4.395
0.650,0.367,0.859,17.578,-14.648,6.714
0.610,0.405,0.822,27.405,-2.502,-0.427
0.562,0.428,0.761,32.471,-0.916,-3.723
0.572,0.416,0.779,36.804,-1.526,-4.944
0.596,0.411,0.813,41.016,-5.005,-1.770
0.673,0.394,0.868,40.222,-4.944,-0.305
0.709,0.383,0.880,38.574,3.174,0.061
0.716,0.384,0.904,36.865,8.423,2.502
0.706,0.380,0.923,34.424,12.695,5.798
0.697,0.373,0.939,33.752,21.851,8.179
0.667,0.355,0.952,36.133,28.137,7.019
0.658,0.333,0.919,41.443,43.152,3.357
0.652,0.297,0.776,44.495,48.889,2.930
0.620,0.327,0.734,47.546,50.659,5.737
0.590,0.387,0.729,46.082,41.138,21.362
0.612,0.466,0.806,40.833,34.729,29.358
0.642,0.456,0.857,32.654,35.278,30.762
0.693,0.395,0.846,31.921,42.297,25.269
0.702,0.369,0.804,31.982,49.683,19.897
0.698,0.356,0.779,24.780,56.396,24.597
0.681,0.381,0.810,17.700,56.091,34.546
0.684,0.399,0.850,9.705,57.190,45.776
0.726,0.402,0.893,10.742,62.317,41.809
0.743,0.383,0.898,14.465,70.923,31.738
0.746,0.350,0.891,27.100,93.384,2.747
0.731,0.286,0.821,33.447,102.234,-7.874
0.723,0.269,0.797,40.894,105.774,-9.583
0.721,0.250,0.843,42.297,103.638,-4.150
0.723,0.242,0.882,49.316,106.018,-0.488
0.709,0.209,0.873,54.626,112.488,-6.348
0.696,0.180,0.825,59.387,120.422,-15.381
0.675,0.142,0.762,65.735,131.531,-25.757
0.647,0.090,0.617,67.017,130.859,-21.362
0.655,0.099,0.560,63.354,116.577,5.310
0.666,0.184,0.526,57.739,108.276,21.179
0.667,0.231,0.522,51.575,103.210,32.715
0.666,0.261,0.512,46.082,104.858,33.325
0.661,0.258,0.443,46.936,108.704,25.452
0.649,0.245,0.396,46.204,108.093,16.968
0.613,0.227,0.370,40.527,103.516,22.583
0.593,0.228,0.389,29.907,98.694,34.546
0.575,0.240,0.421,5.859,91.125,61.462
0.571,0.277,0.493,5.920,89.600,63.599
0.590,0.292,0.515,45.105,92.957,28.320
0.626,0.302,0.484,64.514,96.619,5.920
0.620,0.278,0.445,66.467,100.220,-5.798
0.621,0.236,0.398,27.527,102.966,0.610
0.707,0.105,0.310,6.714,103.271,6.409
0.769,0.036,0.213,-3.296,108.643,8.545
0.753,-0.015,0.053,4.028,109.863,11.536
0.704,0.037,-0.002,13.306,106.628,20.142
0.658,0.126,-0.052,23.499,88.928,46.692
0.638,0.370,-0.125,24.963,77.942,55.481
0.680,0.499,-0.172,22.217,57.678,50.842
0.839,0.685,-0.323,11.841,49.194,41.748
0.920,0.691,-0.354,-46.143,42.603,32.593
0.942,0.583,-0.347,-72.571,45.288,26.855
0.917,0.509,-0.350,-81.116,50.781,13.123
0.900,0.449,-0.361,-55.298,61.157,-19.348
0.877,0.444,-0.412,-34.180,59.937,-23.804
0.862,0.514,-0.450,1.770,35.583,-7.019
0.923,0.732,-0.544,9.216,16.785,-1.526
0.982,0.784,-0.586,9.094,4.333,-7.812
0.994,0.771,-0.645,17.090,20.325,-62.073
0.830,0.653,-0.802,29.114,32.410,-94.482
0.724,0.612,-0.830,32.043,12.939,-89.050
0.790,0.549,-0.632,20.142,-16.663,-46.082
0.931,0.537,-0.423,13.489,-68.848,28.015
1.237,0.544,-0.025,20.569,-77.209,35.645
1.335,0.526,0.119,23.010,-71.472,31.128
1.375,0.487,0.206,9.949,-36.072,17.700
1.325,0.395,0.231,5.859,-19.104,11.475
1.260,0.389,0.195,12.817,2.991,7.751
1.131,0.448,0.091,17.090,9.155,9.155
1.069,0.476,0.033,18.066,14.099,8.911
1.006,0.487,-0.029,6.714,21.973,2.686
0.897,0.441,-0.118,-5.615,23.560,1.038
0.865,0.391,-0.136,-26.489,21.729,0.305
0.819,0.286,-0.157,-27.954,20.020,-2.441
0.796,0.245,-0.168,-18.738,14.160,-7.690
0.781,0.184,-0.161,-13.794,7.996,-6.470
0.790,0.170,-0.148,-9.766,1.465,-2.380
0.800,0.169,-0.138,-1.648,-9.705,6.592
0.799,0.197,-0.146,3.662,-13.794,8.484

1.385,0.783,-0.839,-16.602,-74.158,68.298
1.434,0.844,-0.946,-44.312,-97.168,98.633
1.434,0.891,-0.926,-69.702,-111.145,123.169
1.395,0.877,-0.833,-88.318,-137.390,137.085
1.397,0.814,-0.649,-77.515,-145.081,119.812
1.505,0.787,-0.584,-62.683,-143.921,95.337
1.619,0.781,-0.570,-53.711,-98.755,36.133
1.466,0.707,-0.655,-67.383,-70.129,0.366
1.231,0.607,-0.671,-123.779,-54.871,-33.875
0.682,0.408,-0.587,-143.677,-71.411,-27.466
0.455,0.323,-0.546,-116.455,-127.380,-7.080
-0.049,0.141,-0.426,-82.397,-154.724,-8.423
-0.364,0.139,-0.307,-45.959,-178.833,-10.925
-1.160,0.442,0.275,-31.921,-226.929,13.916
-1.556,0.605,0.812,-62.012,-257.812,27.649
-1.828,0.655,1.462,-104.248,-326.233,-8.362
-1.469,0.268,2.863,-96.130,-363.770,-27.893
-0.430,0.050,3.620,-19.043,-434.936,48.279
3.121,0.216,4.000,21.790,-381.897,93.567
3.300,0.295,3.515,18.250,-188.782,61.646
1.536,0.120,1.913,-95.215,254.211,-101.562
-1.758,-0.552,-1.259,-148.132,252.258,-60.608
-1.588,-0.428,-1.308,-73.242,-16.113,93.445
-0.157,0.681,0.158,17.822,-96.985,74.829
0.280,0.808,0.742,67.444,-89.783,-31.555
0.729,0.027,1.264,51.758,-59.387,-54.016
0.773,-0.195,1.263,44.250,-30.396,-51.208
0.686,-0.156,1.153,45.898,13.733,-21.606
0.365,0.174,0.838,50.842,24.963,-15.686
0.271,0.333,0.710,67.444,22.705,-15.381
0.293,0.617,0.609,61.157,14.465,-8.240
0.408,0.653,0.683,33.569,-2.136,4.944
0.621,0.578,0.898,34.302,-3.418,0.793
0.677,0.544,0.990,39.490,0.854,-4.761
0.705,0.524,1.071,50.659,19.409,-17.700
0.679,0.484,1.120,62.500,30.762,-29.419
0.653,0.475,1.054,85.693,47.913,-46.875
0.631,0.532,0.875,85.937,50.537,-44.922
0.624,0.551,0.845,78.247,49.561,-38.269
0.614,0.511,0.864,53.406,45.410,-27.832
0.565,0.271,0.967,47.791,46.326,-29.480
0.532,0.155,0.992,57.190,51.758,-29.480
0.586,0.043,0.912,62.683,50.110,-14.465
0.668,0.109,0.923,60.303,45.654,11.292
0.751,0.245,1.010,38.269,41.687,58.167
0.809,0.494,1.242,31.067,48.767,59.204
0.755,0.540,1.290,37.292,84.900,15.076
0.576,0.373,1.112,47.607,105.896,-15.625
0.524,0.188,0.900,57.373,121.765,-38.879
0.499,0.003,0.685,54.687,123.413,-31.311
0.493,-0.205,0.488,37.964,111.023,-2.075
0.490,-0.178,0.532,9.216,84.290,54.810
0.467,0.133,0.696,9.949,76.965,64.758
0.457,0.272,0.756,15.869,74.219,62.744
0.449,0.334,0.787,22.278,80.200,37.964
0.532,0.264,0.701,28.076,85.876,20.447
0.582,0.209,0.648,48.035,100.220,-5.066
0.546,0.216,0.589,50.659,106.018,-6.348
0.513,0.230,0.566,44.189,108.643,-2.014
0.487,0.209,0.564,26.794,114.197,-2.502
0.485,0.112,0.481,32.654,119.263,-15.442
0.538,0.094,0.350,64.087,124.390,-43.579
0.672,0.117,0.043,64.331,123.230,-42.603
0.722,0.145,-0.021,46.082,120.483,-29.419
0.752,0.186,-0.033,-13.184,114.746,5.066
0.791,0.263,-0.056,-24.719,114.319,7.568
0.788,0.300,-0.141,8.240,115.906,-29.114
0.863,0.416,-0.465,15.625,113.464,-44.312
0.938,0.440,-0.511,-51.880,93.140,-24.963
1.119,0.413,-0.266,-74.341,79.590,-15.198
1.183,0.425,-0.202,-61.951,69.214,-21.057
1.238,0.430,-0.235,1.892,56.824,-58.838
1.292,0.326,-0.336,14.526,54.321,-70.984
1.276,0.195,-0.343,1.770,55.298,-71.716
1.224,-0.045,-0.328,-6.653,55.237,-61.279
1.196,-0.053,-0.316,-7.874,49.500,-25.879
1.198,0.098,-0.317,-6.042,42.725,-7.019
1.222,0.161,-0.301,-6.409,36.621,8.423
1.234,0.191,-0.272,8.484,32.959,13.306
1.185,0.208,-0.226,20.020,34.607,8.850
1.141,0.195,-0.210,23.926,37.109,9.766
1.043,0.162,-0.229,20.203,36.987,15.320
0.997,0.155,-0.262,16.785,35.278,20.996
0.961,0.160,-0.286,19.104,23.499,28.687
0.945,0.226,-0.246,25.513,15.259,29.236
0.949,0.285,-0.219,37.537,6.531,15.930
0.917,0.327,-0.198,36.377,6.042,5.859
0.890,0.308,-0.209,21.118,4.517,-3.174
0.861,0.233,-0.187,8.118,1.221,0.305
0.876,0.195,-0.147,-2.991,-3.418,5.676
0.896,0.170,-0.113,-4.272,-11.536,7.080
0.930,0.116,-0.051,0.366,-14.404,3.723
0.962,0.082,-0.003,8.362,-18.311,0.488
1.014,0.071,0.068,10.620,-17.395,0.610
1.023,0.093,0.080,9.827,-15.015,1.404
1.030,0.122,0.084,0.061,-9.460,5.981
1.035,0.176,0.068,-2.441,-6.775,5.554
1.022,0.188,0.039,0.610,-2.136,-2.197
0.986,0.177,-0.028,0.854,-1.099,-4.700
0.975,0.160,-0.041,-1.953,-2.319,-5.310
0.965,0.131,-0.037,-2.258,-3.784,-4.272
0.965,0.129,-0.031,0.244,-5.798,-3.845
0.973,0.133,-0.021,4.822,-9.155,-3.052
1.003,0.140,0.015,2.991,-8.911,-1.892
1.013,0.137,0.027,-2.014,-6.226,-1.587
1.012,0.125,0.048,-3.235,-5.005,-1.282
1.016,0.129,0.057,-0.732,-4.333,-0.427
1.026,0.147,0.064,0.549,-3.601,-0.854
1.024,0.143,0.057,0.488,-1.892,-1.465
1.013,0.136,0.036,-0.732,2.014,-2.014
0.987,0.129,-0.012,-2.258,2.930,-1.160
0.976,0.128,-0.026,-3.906,2.380,0.427
0.966,0.133,-0.042,-2.014,1.099,0.183
0.964,0.141,-0.046,0.183,-0.305,-0.305
0.964,0.143,-0.041,0.427,-2.686,-1.099
0.968,0.125,-0.017,-0.183,-3.540,-1.099
0.973,0.115,-0.003,-0.916,-5.310,0.732
0.995,0.114,0.043,-0.671,-5.798,2.197
1.006,0.123,0.058,2.991,-5.371,2.686

1.139,0.726,-0.924,5.981,-5.066,39.551
1.124,0.820,-1.121,32.227,-37.109,28.870
1.297,0.929,-1.333,33.020,-61.218,33.020
1.483,0.937,-1.333,18.250,-86.548,46.509
1.867,0.884,-1.124,-33.630,-127.197,83.313
1.946,0.897,-0.977,-44.861,-137.024,90.637
1.879,0.970,-0.851,-15.564,-137.695,56.030
1.318,1.147,-0.735,9.155,-135.803,15.930
0.916,1.174,-0.747,-0.977,-144.958,-63.599
0.029,0.949,-0.660,-67.383,-154.480,-81.482
-0.491,0.561,-0.336,-149.719,-169.495,-85.999
-1.409,-0.204,0.644,-156.616,-236.023,-79.346
-1.687,-0.241,1.061,-70.129,-275.818,-86.243
-1.958,-0.115,1.474,32.898,-306.396,-141.479
-2.288,-0.125,2.647,-6.897,-320.862,-156.494
-1.656,-0.517,3.441,-141.418,-380.066,-74.341
1.743,-1.521,4.000,-145.264,-359.314,-0.244
2.902,-1.582,3.843,-43.213,-38.940,23.132
0.488,-0.572,0.771,-15.747,151.184,-16.663
-0.973,0.026,-0.697,-39.490,214.111,-6.409
-1.269,0.511,-1.056,-107.422,28.992,117.371
-0.064,1.124,0.197,-63.843,-47.363,97.900
0.280,1.043,0.592,25.269,-42.297,-42.053
0.447,0.084,0.824,12.390,-26.917,-62.927
0.585,-0.239,1.049,-26.001,-27.954,-2.380
0.792,0.070,1.361,-31.860,-21.423,30.151
0.717,0.326,1.239,-37.781,-3.174,44.006
0.542,0.468,0.982,-33.203,34.485,23.987
0.271,0.584,0.546,-21.484,35.706,11.780
0.279,0.645,0.510,-2.747,10.803,0.916
0.479,0.648,0.750,0.122,-1.526,-3.906
0.579,0.575,0.895,0.244,-6.470,-10.071
0.640,0.500,0.980,1.892,4.517,-23.254
0.684,0.446,0.993,4.883,13.855,-27.039
0.696,0.453,0.959,15.442,28.992,-31.738
0.705,0.427,0.887,20.996,33.936,-33.875
0.701,0.409,0.858,28.076,40.955,-33.447
0.665,0.381,0.808,30.823,43.701,-32.715
0.619,0.351,0.795,34.729,46.021,-33.997
0.570,0.312,0.785,51.758,47.241,-43.518
0.511,0.233,0.731,64.209,45.898,-50.476
0.504,0.200,0.695,77.942,38.208,-55.908
0.573,0.167,0.737,74.341,30.762,-47.302
0.638,0.154,0.815,67.566,23.926,-34.302
0.695,0.122,0.902,64.636,22.766,-19.043
0.710,0.012,1.054,70.923,30.457,-18.738
0.658,-0.030,1.073,94.055,54.749,-26.184
0.552,-0.108,0.944,104.675,66.345,-30.884
0.531,-0.177,0.810,108.398,75.684,-32.471
0.523,-0.252,0.695,90.515,76.965,-9.644
0.525,-0.292,0.732,77.942,67.810,15.076
0.546,-0.225,0.829,67.810,49.927,59.814
0.606,-0.031,0.934,71.228,48.401,66.406
0.643,0.032,0.905,81.787,64.880,48.279
0.672,0.035,0.758,78.735,78.308,36.255
0.652,-0.010,0.687,66.101,88.867,31.616
0.628,-0.069,0.649,25.818,94.116,51.941
0.581,-0.092,0.636,14.404,92.590,66.956
0.566,-0.027,0.644,22.888,87.402,80.261
0.633,0.167,0.598,35.706,86.487,75.989
0.695,0.259,0.543,47.607,88.562,65.186
0.734,0.330,0.485,42.419,98.816,43.701
0.701,0.362,0.440,21.912,104.736,37.781
0.663,0.340,0.426,-17.578,111.084,30.151
0.648,0.284,0.344,-22.583,109.741,22.644
0.694,0.255,0.259,-16.235,105.469,13.855
0.748,0.204,0.204,17.151,94.299,-8.545
0.817,0.110,0.139,37.842,91.309,-20.264
0.815,0.095,0.126,35.583,86.121,-13.855
0.843,0.091,0.111,4.150,82.458,7.568
0.869,0.108,0.077,-28.564,77.271,29.968
0.900,0.135,0.030,-38.147,57.800,45.349
1.019,0.215,-0.064,-10.681,45.837,38.696
1.088,0.306,-0.085,71.472,32.227,8.545
1.162,0.530,-0.163,95.886,36.926,-8.850
1.135,0.595,-0.237,64.453,51.697,-24.109
1.104,0.584,-0.326,15.808,56.213,-15.320
1.115,0.542,-0.336,-28.442,58.533,-6.226
1.116,0.496,-0.343,-29.907,55.969,-22.217
1.064,0.493,-0.401,3.784,49.133,-35.400
1.069,0.540,-0.414,44.983,27.344,-41.687
1.179,0.561,-0.280,36.377,22.522,-41.992
1.208,0.502,-0.199,15.137,26.062,-44.617
1.152,0.288,-0.145,-28.320,40.405,-48.889
1.109,0.173,-0.140,-36.072,41.504,-47.302
1.093,0.077,-0.121,-22.034,27.039,-36.255
1.140,-0.024,-0.035,-11.841,18.250,-28.748
1.165,-0.054,0.015,-2.747,15.015,-17.090
1.158,-0.109,0.083,-4.395,19.470,-12.146
1.149,-0.127,0.108,-7.629,24.231,-6.348
1.097,-0.120,0.127,-3.784,31.006,2.075
1.062,-0.093,0.114,5.127,31.311,3.540
1.037,-0.058,0.096,23.376,24.902,7.019
1.010,0.026,0.071,28.198,22.400,9.399
0.989,0.072,0.051,22.461,23.804,13.489
0.937,0.141,-0.001,13.855,25.391,15.320
0.918,0.159,-0.006,5.371,26.123,16.663
0.909,0.167,-0.002,-3.601,24.414,14.709
0.899,0.172,-0.016,-3.845,21.851,11.719
0.897,0.170,-0.027,-0.732,13.672,6.104
0.901,0.152,-0.037,1.343,9.277,4.333
0.913,0.142,-0.036,2.380,5.371,3.540
0.928,0.132,-0.027,-5.981,0.916,7.568
0.970,0.107,0.014,-12.634,0.244,10.742
0.986,0.106,0.034,-11.902,0.427,8.850
1.004,0.130,0.051,-5.798,0.488,4.639
1.011,0.144,0.049,-1.587,0.549,1.404
1.012,0.151,0.038,-3.052,2.625,-0.671
0.994,0.154,-0.005,-5.371,3.357,-0.854
0.988,0.153,-0.024,-13.977,1.953,2.991
0.999,0.132,-0.030,-17.578,0.916,4.822
1.003,0.114,-0.025,-10.742,-0.244,-0.427
1.008,0.084,-0.011,-3.662,-0.854,-4.272
1.014,0.087,-0.003,1.648,-1.099,-6.165
1.016,0.091,0.001,-3.174,0.732,-2.625
1.002,0.079,-0.009,-10.010,2.197,1.709
0.990,0.076,-0.015,-13.550,2.380,8.362
0.976,0.109,-0.013,-8.484,1.221,8.606
0.976,0.130,-0.006,2.991,-0.732,5.127

1.321,0.755,-0.949,-27.466,-67.566,113.037
1.295,0.913,-1.097,-66.956,-96.863,146.973
1.266,1.157,-1.208,-92.712,-110.535,150.452
1.302,1.211,-1.177,-122.253,-122.864,121.826
1.360,1.105,-1.056,-123.291,-122.986,98.022
1.333,0.989,-1.013,-119.019,-123.779,76.050
1.264,0.860,-0.994,-103.027,-138.611,42.419
1.023,0.607,-0.922,-93.933,-155.518,32.837
0.888,0.572,-0.851,-74.097,-196.716,27.954
0.678,0.579,-0.739,-67.749,-211.426,23.926
0.523,0.562,-0.748,-50.720,-220.032,-5.554
-0.137,0.408,-0.629,-50.964,-224.121,-23.865
-0.612,0.216,-0.381,-58.228,-235.840,-31.860
-1.153,0.007,-0.008,-49.255,-283.142,-14.954
-2.341,-0.215,1.136,-25.269,-313.416,-9.399
-2.771,-0.317,1.947,-2.747,-404.053,5.981
-2.042,-0.099,3.798,-16.479,-463.196,51.819
-0.283,0.477,4.000,-48.767,-488.586,200.867
3.550,1.333,3.786,-71.655,-327.209,186.279
2.364,0.622,2.411,-107.300,-36.316,51.575
-1.884,-0.642,-1.298,-195.740,230.774,-43.640
-1.702,-0.103,-1.182,-194.946,78.918,79.651
-0.718,0.592,-0.141,-32.959,-119.324,89.294
0.358,0.438,1.096,29.785,-89.600,6.653
0.522,0.021,1.159,25.879,-31.433,-16.052
0.603,0.089,1.270,-3.845,-21.423,22.888
0.473,0.347,1.218,-29.175,-6.592,49.866
0.284,0.512,1.011,-19.226,34.424,28.687
0.071,0.502,0.599,8.667,44.800,4.333
0.046,0.497,0.574,47.607,40.771,-15.442
0.150,0.608,0.752,50.659,33.447,-12.756
0.200,0.630,0.844,47.424,34.363,-15.320
0.165,0.651,0.905,46.326,41.626,-19.775
0.156,0.649,0.888,46.997,48.950,-26.062
0.156,0.648,0.845,60.669,64.270,-46.814
0.112,0.705,0.694,68.970,68.848,-56.030
0.114,0.750,0.636,68.115,60.181,-56.824
0.238,0.762,0.752,64.697,51.636,-54.199
0.294,0.706,0.885,68.848,48.767,-58.960
0.318,0.617,1.005,102.539,64.514,-93.201
0.343,0.455,1.040,121.338,78.125,-110.229
0.392,0.441,0.948,132.751,90.393,-110.413
0.541,0.447,0.904,118.347,84.900,-90.088
0.587,0.395,0.974,99.182,79.834,-69.153
0.582,0.296,1.050,87.036,88.318,-62.256
0.539,0.122,1.076,98.328,98.877,-71.533
0.545,0.097,1.030,125.916,115.540,-88.135
0.638,0.035,0.861,127.319,119.995,-90.393
0.649,-0.048,0.783,115.479,122.803,-84.229
0.615,-0.155,0.750,85.937,121.033,-55.298
0.562,-0.239,0.740,87.280,117.310,-39.856
0.601,-0.156,0.714,113.770,103.638,-19.470
0.787,0.109,0.660,119.141,99.060,-14.771
0.847,0.191,0.650,88.318,105.103,-9.033
0.846,0.104,0.654,67.688,111.267,-8.484
0.799,0.021,0.676,62.805,116.455,-15.076
0.752,-0.030,0.689,93.323,119.934,-36.804
0.776,0.006,0.534,103.760,119.019,-38.391
0.813,0.018,0.410,72.021,112.976,-13.184
0.847,-0.073,0.383,45.105,107.178,7.935
0.847,-0.081,0.441,30.518,101.929,24.719
0.834,-0.022,0.469,42.542,97.412,28.137
0.849,0.165,0.336,50.537,97.595,20.630
0.873,0.216,0.241,32.471,97.290,18.738
0.921,0.181,0.179,12.085,96.375,24.414
0.924,0.125,0.211,-7.874,97.046,30.457
0.913,0.068,0.240,-15.320,101.196,26.245
0.840,0.050,0.160,5.554,98.938,11.414
0.851,0.069,0.043,32.593,84.045,-6.348
0.964,0.038,-0.147,23.193,77.454,-1.465
0.993,0.034,-0.127,-16.846,74.219,23.926
0.980,0.087,-0.031,-38.452,76.355,36.743
0.951,0.093,-0.052,-51.331,78.125,42.847
0.917,0.093,-0.141,-17.883,68.237,19.104
0.892,0.139,-0.326,15.137,54.504,-0.916
0.918,0.173,-0.333,35.767,28.870,-11.230
1.049,0.234,-0.252,19.531,23.682,-0.977
1.096,0.260,-0.199,-3.601,23.621,11.230
1.117,0.265,-0.178,-34.424,36.255,14.282
1.082,0.167,-0.248,-27.710,40.894,0.977
1.047,0.130,-0.314,19.958,33.569,-28.870
1.017,0.173,-0.383,34.729,23.193,-31.250
1.035,0.208,-0.354,18.250,5.676,-9.583
1.097,0.202,-0.233,0.244,3.845,2.563
1.118,0.174,-0.185,-11.902,6.958,7.935
1.109,0.140,-0.170,-10.254,17.212,-2.014
1.046,0.072,-0.160,-2.930,16.357,-7.324
1.036,0.053,-0.129,7.019,4.211,-3.723
1.053,0.018,-0.065,9.216,-1.099,0.427
1.054,0.001,-0.042,12.939,-4.700,2.319
1.053,-0.001,-0.019,19.836,-6.042,2.808
1.038,0.025,0.017,17.395,-4.333,4.089
1.025,0.050,0.029,5.127,-1.099,9.705
1.020,0.091,0.048,-0.854,0.610,11.963
1.013,0.098,0.042,1.892,2.686,6.531
0.983,0.099,0.003,5.981,2.625,2.441
0.970,0.085,-0.007,6.653,2.502,0.549
0.956,0.064,-0.016,3.906,1.404,1.099
0.938,0.051,-0.022,2.136,-0.549,3.540
0.946,0.062,-0.013,-1.099,-3.967,6.775
0.968,0.081,0.004,1.526,-4.395,3.845
0.973,0.090,0.006,6.226,-5.005,-0.122
0.977,0.097,0.012,8.850,-6.775,-2.930
0.998,0.093,0.057,6.165,-7.202,-1.953
1.007,0.089,0.071,0.366,-4.700,-1.282
1.004,0.068,0.080,-2.380,-3.113,-1.648
1.005,0.052,0.089,-4.761,-2.014,-1.282
1.016,0.036,0.097,-4.272,-1.770,-1.404
1.017,0.033,0.094,-3.235,-1.221,-2.197
1.014,0.033,0.084,-0.977,0.427,-4.333
1.000,0.043,0.051,-0.977,0.671,-4.578
0.998,0.050,0.041,-5.188,0.793,-2.686
0.998,0.044,0.038,-8.850,1.648,-1.221
0.998,0.030,0.040,-10.620,2.563,-0.671
0.996,0.019,0.040,-5.066,1.831,-2.991
1.004,0.016,0.057,-1.038,0.610,-3.723
1.011,0.024,0.064,3.235,0.366,-3.296
1.016,0.046,0.059,2.563,0.549,-2.380
1.016,0.051,0.055,-2.625,1.526,0.122

1.325,0.724,-0.644,-199.951,-125.732,206.543
1.366,0.771,-0.636,-184.204,-148.499,203.918
1.281,0.888,-0.735,-149.475,-158.997,187.744
1.208,0.932,-0.790,-119.141,-199.646,169.189
1.210,0.872,-0.683,-123.718,-228.699,170.654
1.299,0.851,-0.549,-121.216,-255.432,173.279
1.399,0.906,-0.437,-81.299,-272.217,163.696
1.444,1.192,-0.322,-61.340,-263.428,144.470
