"aX","aY","aZ","gX","gY","gZ"
0.889,0.045,0.002,58.167,-27.405,-49.866
0.924,0.080,-0.003,47.791,-20.203,-45.105
1.001,0.142,-0.026,42.175,-18.494,-46.143
1.024,0.131,-0.032,25.208,-18.372,-54.993
1.025,0.075,0.016,17.761,-18.860,-58.777
1.020,0.027,0.044,14.832,-20.325,-60.852
1.021,-0.011,0.060,16.418,-19.775,-57.800
1.027,-0.049,0.052,19.348,-19.714,-54.626
1.039,-0.066,0.032,24.109,-23.193,-51.514
1.035,-0.095,0.044,24.353,-27.588,-52.979
1.003,-0.133,0.078,21.057,-33.325,-57.739
0.945,-0.198,0.144,16.968,-30.090,-57.068
0.932,-0.227,0.154,11.780,-23.621,-53.833
0.930,-0.235,0.154,-2.625,-1.892,-40.833
0.984,-0.184,0.143,-12.146,10.498,-36.011
1.015,-0.163,0.125,-29.602,30.090,-32.471
1.070,-0.116,0.100,-33.203,34.668,-30.823
1.088,-0.107,0.083,-26.123,31.433,-31.921
1.077,-0.149,-0.004,-23.010,28.259,-34.058
1.061,-0.152,-0.029,-24.170,25.330,-36.865
1.046,-0.142,-0.001,-26.367,9.827,-46.448
1.012,-0.149,0.156,-18.982,-3.418,-50.049
1.008,-0.162,0.217,1.831,-19.409,-48.950
1.056,-0.148,0.215,2.014,-13.062,-49.744
1.079,-0.161,0.153,-28.137,18.188,-62.317
1.065,-0.281,-0.008,-46.936,31.250,-70.190
1.028,-0.371,-0.095,-55.847,33.752,-75.378
0.894,-0.544,-0.208,-37.781,3.662,-77.515
0.824,-0.621,-0.206,-23.193,-15.503,-73.792
0.781,-0.670,-0.165,-12.573,-22.339,-50.537
0.794,-0.640,-0.080,-14.648,-9.766,-33.142
0.838,-0.559,-0.066,-19.409,21.240,1.709
0.958,-0.333,-0.027,-19.165,28.870,13.794
1.014,-0.228,0.019,-12.329,24.902,22.644
1.079,-0.099,0.095,-8.728,21.729,21.057
1.090,-0.075,0.112,-6.165,19.775,17.334
1.083,-0.075,0.120,1.526,9.094,6.775
1.014,-0.142,0.120,7.202,0.793,1.343
0.966,-0.190,0.118,10.925,-8.850,-6.897
0.869,-0.280,0.106,8.484,-8.972,-8.728
0.834,-0.310,0.101,3.662,-5.066,-4.578
0.817,-0.320,0.097,3.418,-3.174,0.305

-2.788,1.896,0.078,-174.805,73.425,337.891
-2.587,2.712,-0.074,-112.488,198.791,484.314
-0.444,4.000,-0.965,-62.866,261.841,535.156
1.864,4.000,-1.304,-83.801,230.347,351.501
2.594,2.013,-0.920,-132.385,84.900,66.223
0.127,0.496,-0.562,-150.085,-75.989,-222.412
-2.146,-0.909,-0.406,-93.628,-140.564,-310.974
-2.096,-1.719,-0.183,-78.125,-42.236,-118.347
-0.989,-0.994,-0.088,-5.371,77.087,153.687
0.085,0.671,-0.530,49.622,63.477,159.790
0.244,1.077,-0.869,37.415,48.340,79.224
0.281,1.016,-0.975,8.850,26.428,28.931
0.086,0.784,-0.842,-2.502,-8.850,-17.578
-0.178,0.573,-0.756,-0.061,-40.649,-55.847
-0.411,0.361,-0.802,-0.427,-29.724,-43.030
-0.341,0.361,-0.838,-1.770,-5.554,-3.418
-0.165,0.472,-0.877,2.380,-4.150,6.470
-0.125,0.549,-0.905,10.437,-8.972,7.507
-0.070,0.645,-0.986,12.512,-11.597,2.930
-0.048,0.664,-1.016,14.343,-15.747,-3.479
-0.057,0.643,-1.028,12.573,-27.161,-18.921
-0.072,0.606,-1.004,6.897,-32.593,-25.696
-0.082,0.573,-0.957,-5.554,-38.879,-33.020
-0.103,0.529,-0.840,-4.578,-40.527,-34.119
-0.113,0.514,-0.803,9.827,-39.856,-29.785
-0.104,0.526,-0.813,17.395,-35.767,-23.987
-0.068,0.564,-0.840,20.874,-25.513,-12.390
0.039,0.682,-0.868,20.935,-25.146,-12.085
0.081,0.737,-0.868,24.597,-29.602,-17.029
0.114,0.801,-0.853,39.124,-44.189,-35.645
0.123,0.799,-0.837,47.363,-51.758,-46.692
0.116,0.773,-0.818,68.665,-70.007,-70.557
0.046,0.712,-0.800,79.956,-78.247,-78.491
0.033,0.693,-0.803,93.750,-81.848,-76.904
0.086,0.697,-0.806,95.276,-79.102,-71.411
0.125,0.715,-0.797,94.910,-76.233,-64.880
0.187,0.740,-0.767,93.872,-77.942,-65.186
0.203,0.741,-0.749,91.370,-80.811,-67.200
0.208,0.739,-0.729,80.627,-82.642,-72.449
0.210,0.724,-0.695,73.242,-79.834,-74.036
0.216,0.710,-0.679,58.350,-70.801,-75.256
0.208,0.675,-0.637,50.293,-65.002,-75.378
0.195,0.670,-0.593,32.349,-45.410,-73.608
0.199,0.700,-0.432,29.236,-33.325,-72.205
0.216,0.732,-0.348,37.048,-23.926,-71.594
0.235,0.767,-0.287,88.684,-20.020,-74.951
0.244,0.814,-0.271,120.300,-21.729,-78.003
0.233,0.839,-0.312,157.104,-15.503,-80.261
0.263,0.927,-0.429,158.813,-7.446,-77.942
0.318,0.989,-0.443,148.193,-3.296,-83.740
0.412,1.058,-0.375,146.179,-10.925,-96.436
0.419,1.029,-0.314,146.851,-20.508,-111.694
0.404,0.983,-0.244,144.165,-33.569,-135.437
0.396,0.896,-0.116,142.395,-34.668,-142.090
0.410,0.870,-0.104,142.334,-33.325,-151.367
0.477,0.869,-0.156,138.611,-34.180,-154.358
0.535,0.893,-0.165,125.366,-43.701,-164.856
0.596,0.910,-0.119,126.282,-55.786,-174.133
0.604,0.870,-0.094,136.536,-72.571,-181.824
0.628,0.803,-0.092,162.170,-101.135,-186.707
0.663,0.637,-0.088,164.001,-105.896,-184.387
0.669,0.559,-0.080,142.212,-96.558,-168.762
0.711,0.463,-0.050,123.047,-85.632,-157.410
0.744,0.472,-0.030,100.098,-67.627,-139.526
0.782,0.452,-0.093,94.421,-56.763,-136.353
0.796,0.418,-0.137,84.534,-41.382,-133.728
0.813,0.385,-0.164,58.838,-9.949,-125.061
0.873,0.283,-0.186,51.208,-0.793,-120.056
0.903,0.238,-0.200,42.358,7.568,-110.779
0.953,0.189,-0.210,38.208,8.667,-108.643
0.970,0.171,-0.207,35.767,6.287,-107.666
0.969,0.142,-0.207,36.011,-5.859,-103.088
0.952,0.069,-0.228,33.997,-9.583,-98.511
0.957,0.045,-0.217,19.348,-11.597,-92.896
0.947,-0.015,-0.139,8.972,-12.207,-92.834
0.937,-0.032,-0.100,-9.399,-5.066,-88.074
0.947,-0.014,-0.067,-13.367,-0.427,-84.167
0.966,-0.026,-0.078,-7.202,-3.052,-77.026
0.995,-0.046,-0.119,-1.282,-8.240,-72.388
1.008,-0.034,-0.128,3.723,-13.672,-67.810
1.008,-0.039,-0.131,5.432,-25.391,-65.369
0.970,-0.088,-0.089,0.916,-29.114,-64.636
0.960,-0.104,-0.055,-9.644,-28.564,-61.401
0.956,-0.115,0.004,-12.939,-27.161,-60.608
0.960,-0.099,0.036,-13.672,-31.494,-62.073
0.959,-0.115,0.094,-11.475,-35.339,-64.026
0.944,-0.135,0.120,-7.507,-37.048,-61.768
0.933,-0.137,0.167,-6.348,-35.461,-58.655
0.917,-0.138,0.174,-6.348,-33.691,-56.152
0.897,-0.130,0.182,-13.306,-27.710,-52.185
0.885,-0.084,0.213,-19.531,-22.827,-52.490
0.885,-0.076,0.232,-29.175,-13.367,-54.810
0.899,-0.060,0.286,-28.137,-12.451,-53.772
0.912,-0.045,0.311,-13.062,-20.203,-53.711
0.908,-0.066,0.324,-5.920,-22.278,-54.443
0.916,-0.077,0.334,-10.498,-14.771,-53.223
0.953,-0.100,0.345,-19.592,-6.470,-54.932
0.961,-0.146,0.321,-29.602,4.028,-58.411
0.969,-0.198,0.294,-44.250,22.827,-62.866
0.993,-0.285,0.261,-43.335,24.231,-63.477
0.999,-0.330,0.238,-21.423,11.902,-62.134
0.984,-0.463,0.117,-7.996,6.409,-58.105
0.973,-0.517,0.028,5.554,7.263,-41.321
0.962,-0.578,-0.149,6.042,11.292,-31.006
0.960,-0.582,-0.217,4.272,16.541,-20.691
0.967,-0.562,-0.261,-1.892,24.780,0.671
1.007,-0.458,-0.265,-3.418,23.010,9.888
1.024,-0.399,-0.231,-0.244,10.193,20.142
1.063,-0.291,-0.108,0.610,4.822,22.644
1.087,-0.241,-0.034,-1.648,1.648,21.545
1.111,-0.167,0.105,-3.601,1.892,16.846
1.110,-0.151,0.169,-5.127,2.441,10.071
1.094,-0.157,0.221,-3.723,2.747,-4.883
1.022,-0.210,0.260,-1.282,3.113,-10.193
0.985,-0.242,0.255,3.540,6.348,-13.550
0.920,-0.298,0.206,5.554,8.789,-12.939
0.892,-0.314,0.171,7.263,11.658,-8.118
0.866,-0.328,0.109,7.263,12.268,-4.761
0.864,-0.316,0.091,7.324,12.146,-1.282

-1.006,-0.749,-0.862,-109.924,-10.010,286.682
-1.522,-0.163,-0.680,-172.058,23.621,392.700
-2.413,1.281,-0.585,-188.110,57.556,432.800
-2.771,1.968,-0.666,-187.622,92.529,465.698
-2.430,3.419,-0.493,-174.622,95.459,485.107
-1.153,3.987,-0.120,-145.264,114.258,515.442
1.178,4.000,0.285,-65.063,179.321,444.519
3.880,3.370,0.443,-55.359,130.127,177.307
1.875,2.002,-0.065,-44.739,-89.539,-419.189
-2.229,-0.859,-1.450,-68.237,-71.655,-406.921
-2.000,-1.236,-1.487,-136.292,87.219,-48.401
-0.412,-0.401,-0.664,-71.594,58.777,37.842
-0.153,0.014,-0.590,85.693,-27.466,64.636
0.148,0.734,-0.881,68.054,13.855,87.158
0.411,1.065,-0.996,15.503,68.604,102.417
0.568,1.239,-1.099,-20.691,57.983,48.828
0.349,0.995,-1.227,-8.118,10.986,2.930
0.134,0.748,-1.149,-4.395,-45.654,-44.678
-0.074,0.384,-0.865,-9.583,-46.143,-42.358
-0.075,0.327,-0.774,-15.076,-34.546,-30.273
0.034,0.413,-0.784,-19.287,-1.770,-0.122
0.090,0.481,-0.859,-13.184,6.775,9.460
0.136,0.538,-0.920,2.747,2.136,12.329
0.180,0.579,-0.951,8.667,-6.226,7.019
0.165,0.551,-0.942,9.460,-22.705,-5.981
0.142,0.499,-0.831,-0.061,-22.827,-6.897
0.149,0.484,-0.767,-8.972,-17.639,-5.005
0.153,0.468,-0.732,-3.784,-10.315,-2.197
0.148,0.456,-0.746,5.615,-8.972,-1.038
0.154,0.466,-0.774,17.090,-5.798,4.456
0.180,0.513,-0.800,15.686,-3.967,6.653
0.206,0.542,-0.789,9.399,-2.136,4.700
0.240,0.583,-0.797,9.277,-3.906,-0.427
0.232,0.598,-0.810,10.925,-6.470,-5.676
0.227,0.610,-0.807,19.775,-13.489,-10.376
0.252,0.616,-0.758,30.090,-21.301,-13.672
0.251,0.623,-0.735,63.416,-47.119,-28.259
0.231,0.636,-0.735,78.735,-57.922,-34.912
0.234,0.644,-0.742,92.468,-64.575,-41.260
0.254,0.679,-0.766,92.285,-62.378,-41.199
0.274,0.701,-0.770,88.257,-57.190,-39.246
0.300,0.717,-0.761,77.698,-46.814,-38.147
0.332,0.739,-0.739,75.562,-45.715,-42.358
0.332,0.751,-0.728,80.078,-53.711,-55.603
0.323,0.756,-0.707,87.219,-62.622,-62.317
0.316,0.741,-0.698,103.760,-78.857,-74.280
0.317,0.689,-0.675,109.253,-83.313,-77.148
0.337,0.693,-0.652,112.366,-84.839,-78.003
0.363,0.719,-0.621,120.666,-88.989,-82.581
0.395,0.769,-0.544,128.967,-96.680,-87.402
0.408,0.792,-0.481,149.170,-112.366,-96.924
0.473,0.824,-0.367,161.743,-117.737,-102.722
0.492,0.840,-0.336,183.228,-120.911,-114.014
0.528,0.853,-0.259,190.979,-119.690,-118.286
0.530,0.854,-0.222,198.303,-119.568,-122.192
0.527,0.861,-0.197,203.491,-116.272,-127.441
0.540,0.829,-0.160,197.754,-111.023,-129.456
0.565,0.777,-0.123,175.537,-100.403,-129.639
0.610,0.697,-0.009,161.743,-91.370,-127.441
0.614,0.690,0.048,142.029,-68.665,-118.713
0.627,0.707,0.126,139.404,-57.922,-114.624
0.633,0.694,0.146,140.869,-50.110,-113.098
0.630,0.667,0.150,146.484,-44.983,-109.680
0.667,0.612,0.173,144.287,-42.480,-105.713
0.688,0.583,0.212,134.583,-37.231,-99.365
0.702,0.521,0.276,132.385,-34.668,-94.849
0.705,0.491,0.292,131.897,-27.588,-85.876
0.710,0.459,0.265,129.639,-21.851,-80.933
0.736,0.437,0.237,123.718,-13.062,-75.317
0.766,0.418,0.211,105.225,4.333,-68.970
0.786,0.398,0.203,98.816,7.263,-67.932
0.788,0.367,0.209,98.022,1.953,-65.125
0.812,0.307,0.214,100.830,0.793,-61.401
0.840,0.305,0.213,104.614,2.319,-55.969
0.872,0.303,0.191,107.361,12.207,-50.842
0.927,0.233,0.084,100.708,17.456,-50.964
0.948,0.210,0.063,72.510,26.672,-48.889
0.959,0.235,0.107,64.331,28.076,-48.706
0.965,0.227,0.100,64.880,25.696,-49.194
0.982,0.216,0.081,74.707,13.977,-50.903
0.998,0.194,0.056,76.965,5.920,-53.955
0.989,0.143,0.045,69.275,-1.648,-58.411
0.985,0.030,0.063,56.458,4.028,-58.411
0.976,0.023,0.088,28.137,16.541,-60.364
0.949,0.020,0.110,20.874,17.639,-60.669
0.895,0.005,0.123,18.738,18.250,-58.899
0.869,-0.008,0.104,23.804,19.165,-52.734
0.855,-0.043,0.063,27.283,17.700,-50.110
0.862,-0.038,0.062,35.645,7.324,-51.941
0.851,-0.046,0.094,43.701,-5.371,-57.556
0.831,-0.075,0.107,52.307,-20.325,-63.904
0.817,-0.095,0.120,52.490,-36.072,-70.007
0.828,-0.072,0.174,41.870,-35.034,-69.702
0.871,-0.045,0.217,7.507,-22.095,-70.923
0.966,-0.026,0.311,-11.047,-8.362,-75.745
0.993,-0.035,0.328,-42.480,31.250,-87.158
1.039,-0.100,0.294,-52.917,47.180,-91.553
1.057,-0.139,0.246,-58.533,57.434,-95.825
1.073,-0.171,0.194,-62.256,61.279,-103.149
1.095,-0.246,0.082,-63.721,59.204,-105.286
1.099,-0.296,0.016,-67.566,55.115,-105.347
1.078,-0.418,-0.112,-70.435,51.758,-105.164
1.054,-0.488,-0.147,-75.806,39.124,-106.628
0.998,-0.637,-0.153,-70.557,29.236,-106.750
0.963,-0.723,-0.148,-57.617,17.395,-105.774
0.917,-0.808,-0.141,-25.452,-2.136,-98.022
0.815,-0.895,-0.103,-14.832,-3.540,-87.830
0.781,-0.893,-0.095,-8.179,14.893,-49.683
0.772,-0.793,-0.139,-14.587,30.884,-22.888
0.830,-0.677,-0.124,-36.987,53.589,26.733
1.003,-0.403,0.007,-40.161,52.551,37.720
1.070,-0.286,0.087,-25.208,29.724,33.997
1.132,-0.147,0.223,-12.268,14.954,26.306
1.128,-0.130,0.260,-0.366,4.150,18.250
1.104,-0.139,0.266,9.888,4.333,5.981
1.028,-0.194,0.207,6.531,13.550,2.075
0.985,-0.229,0.164,-8.728,31.860,-4.761
0.900,-0.305,0.080,-15.015,36.560,-7.568
0.861,-0.338,0.037,-18.372,37.903,-8.972

-2.230,1.206,-0.151,-114.624,-71.533,281.311
-2.667,1.709,0.035,-130.615,-33.447,310.852
-2.423,3.150,0.536,-81.421,-5.859,356.873
-1.202,3.900,0.694,27.588,137.939,496.521
3.345,3.613,0.021,22.278,187.927,432.129
3.625,2.515,-0.547,-2.136,143.860,177.063
1.586,1.418,-1.031,-1.099,-126.465,-363.892
-2.447,-0.353,-1.401,-42.786,-170.288,-368.713
-2.068,-0.833,-0.989,-193.604,-12.451,-50.964
-0.224,-0.423,0.129,-156.738,27.588,36.194
-0.079,0.020,0.068,85.693,-19.470,31.067
-0.150,0.636,-0.778,121.277,-8.179,34.973
0.049,0.798,-0.999,78.491,23.987,45.776
0.233,0.906,-1.011,-11.108,25.391,22.156
0.170,0.840,-0.901,-5.188,-1.343,-7.080
0.016,0.682,-0.857,5.066,-28.076,-43.640
-0.133,0.424,-0.700,-8.667,-21.240,-40.833
-0.127,0.381,-0.653,-26.001,3.296,-20.142
-0.083,0.445,-0.737,-20.569,12.695,-11.719
-0.057,0.501,-0.834,5.066,13.672,-3.967
0.044,0.607,-0.935,14.587,6.287,-3.113
0.094,0.650,-0.912,17.334,-1.770,-3.967
0.120,0.676,-0.872,11.292,-14.587,-14.526
0.113,0.684,-0.827,7.568,-18.005,-21.179
0.111,0.685,-0.807,5.493,-20.020,-27.527
0.103,0.675,-0.785,9.277,-20.569,-28.442
0.104,0.666,-0.784,16.602,-19.958,-29.175
0.170,0.682,-0.736,18.433,-20.325,-30.823
0.206,0.701,-0.712,23.071,-23.743,-35.095
0.213,0.712,-0.713,41.504,-35.400,-48.706
0.197,0.729,-0.740,47.546,-37.598,-53.284
0.211,0.749,-0.725,55.725,-34.851,-59.448
0.258,0.792,-0.676,65.063,-37.048,-64.453
0.274,0.799,-0.666,89.294,-51.819,-81.238
0.251,0.764,-0.650,98.572,-61.584,-90.576
0.229,0.733,-0.638,104.614,-69.519,-97.595
0.211,0.703,-0.628,109.375,-75.989,-101.990
0.225,0.660,-0.603,110.779,-77.759,-101.196
0.253,0.654,-0.570,119.751,-88.623,-105.835
0.307,0.664,-0.466,130.493,-100.464,-114.563
0.304,0.661,-0.415,161.133,-130.798,-134.644
0.305,0.648,-0.332,174.561,-140.686,-137.085
0.344,0.670,-0.302,183.350,-140.869,-133.606
0.405,0.726,-0.286,191.467,-125.854,-124.146
0.520,0.842,-0.292,196.167,-124.573,-127.319
0.541,0.837,-0.277,205.933,-147.156,-148.376
0.560,0.737,-0.153,204.651,-158.630,-155.945
0.596,0.714,-0.068,187.073,-147.766,-147.644
0.657,0.783,0.056,174.438,-129.028,-137.451
0.693,0.849,0.076,164.551,-107.727,-130.310
0.715,0.898,0.074,162.537,-82.092,-128.479
0.736,0.838,0.099,169.250,-85.205,-133.789
0.746,0.736,0.149,181.458,-100.708,-135.193
0.768,0.567,0.262,179.321,-100.220,-130.005
0.752,0.535,0.311,172.913,-90.210,-119.507
0.735,0.529,0.342,152.832,-55.359,-94.543
0.751,0.545,0.315,142.456,-36.926,-82.581
0.799,0.540,0.279,120.728,-10.559,-62.439
0.907,0.506,0.263,107.056,-1.282,-56.519
0.918,0.494,0.298,83.374,9.644,-53.650
0.838,0.469,0.383,78.064,10.010,-54.932
0.787,0.459,0.406,76.294,9.766,-55.542
0.762,0.470,0.415,76.660,20.203,-50.110
0.785,0.493,0.370,75.867,30.273,-46.204
0.801,0.484,0.339,71.899,42.175,-43.274
0.815,0.431,0.308,71.350,41.382,-43.579
0.798,0.396,0.289,71.045,39.795,-44.312
0.775,0.371,0.278,68.970,39.368,-46.570
0.692,0.343,0.250,69.092,38.391,-48.523
0.653,0.322,0.201,64.331,39.612,-49.500
0.695,0.225,0.135,55.481,42.725,-49.805
0.750,0.151,0.158,35.156,46.143,-50.415
0.786,0.087,0.177,26.428,51.025,-47.729
0.851,0.059,0.153,17.639,60.791,-43.335
0.891,0.093,0.124,3.784,79.895,-40.955
0.973,0.147,0.049,0.549,82.336,-44.128
1.011,0.150,0.021,-0.305,71.533,-52.979
1.056,0.101,0.012,0.671,62.683,-57.556
1.057,0.063,0.026,2.686,53.711,-61.096
1.054,0.021,0.034,10.864,39.185,-63.232
1.057,-0.036,0.020,13.733,35.217,-61.768
1.070,-0.045,0.017,12.756,30.518,-61.218
1.091,-0.086,0.005,10.071,29.480,-63.171
1.085,-0.114,-0.014,5.920,30.457,-65.796
1.073,-0.121,-0.043,-9.216,36.377,-71.655
1.057,-0.115,-0.039,-18.066,38.269,-75.867
1.026,-0.118,-0.028,-30.701,36.987,-84.717
0.965,-0.171,-0.038,-33.813,34.912,-86.426
0.942,-0.181,-0.066,-40.100,32.288,-82.275
0.959,-0.140,-0.117,-47.119,28.320,-81.116
0.994,-0.121,-0.120,-83.069,17.151,-90.393
0.991,-0.152,-0.086,-112.244,19.043,-100.281
0.956,-0.206,-0.071,-142.883,30.029,-111.084
0.925,-0.275,-0.061,-186.279,56.213,-124.817
0.852,-0.433,-0.084,-188.477,58.044,-126.465
0.809,-0.532,-0.123,-146.240,27.222,-122.314
0.716,-0.783,-0.242,-115.112,2.930,-114.807
0.696,-0.863,-0.256,-70.862,-43.396,-92.590
0.688,-0.858,-0.103,-53.040,-60.913,-78.064
0.709,-0.832,0.019,-32.898,-68.054,-63.904
0.743,-0.805,0.124,7.568,-55.725,-40.161
0.815,-0.698,0.270,25.269,-43.701,-28.687
0.865,-0.626,0.317,66.284,-28.442,-4.700
0.946,-0.513,0.251,88.928,-26.306,7.629
0.980,-0.476,0.145,97.107,-11.230,28.198
1.069,-0.393,0.031,77.209,5.554,32.104
1.103,-0.354,0.022,56.152,21.179,29.419
1.112,-0.334,-0.002,41.992,29.968,12.817
1.093,-0.323,-0.073,42.725,26.855,5.554
1.092,-0.302,-0.078,42.664,16.357,-2.991
1.105,-0.267,-0.041,43.396,9.583,-8.789
1.091,-0.290,-0.027,42.175,-2.869,-25.452
1.015,-0.372,-0.005,36.682,-5.615,-32.654
0.989,-0.388,0.029,28.748,-6.348,-37.292
0.975,-0.393,0.076,21.362,-9.216,-43.884
0.922,-0.438,0.127,25.452,-11.597,-47.546
0.883,-0.474,0.113,29.724,-5.127,-48.889
0.832,-0.519,0.052,25.635,3.662,-44.617
0.832,-0.519,0.010,15.015,14.221,-29.480

0.954,-0.656,-0.941,-155.579,192.322,163.574
0.960,-0.646,-0.940,-203.735,211.060,189.087
1.008,-0.659,-0.928,-214.661,210.937,197.144
1.048,-0.689,-0.940,-219.727,194.580,211.548
1.142,-0.858,-0.982,-212.036,187.988,216.309
1.159,-1.005,-1.034,-194.641,181.152,221.252
1.121,-1.172,-1.119,-131.409,152.954,240.906
0.850,-1.625,-1.351,-94.299,137.268,256.104
0.548,-1.834,-1.399,-58.899,108.582,304.993
-0.619,-1.869,-1.114,-64.026,97.107,348.511
-1.372,-1.491,-0.739,-84.534,104.736,472.412
-2.611,0.031,0.088,-78.918,123.413,516.479
-3.339,1.098,0.489,-61.340,137.573,519.287
-3.951,2.332,0.845,0.732,114.441,465.759
-4.000,4.000,0.912,38.391,96.802,486.328
-3.148,4.000,0.539,208.130,227.112,666.138
3.255,3.806,-0.847,265.808,249.390,573.730
4.000,3.172,-1.404,120.178,-1.587,-254.517
-1.199,1.317,-1.907,5.066,-148.926,-569.214
-3.963,0.007,-1.422,-142.090,-236.816,-612.915
-3.958,-1.471,-0.545,-358.154,-58.228,-174.561
-0.943,-2.076,0.834,-304.871,93.140,16.968
-0.510,-1.230,0.685,131.531,56.885,120.422
-0.704,0.420,-0.838,256.958,16.052,143.494
-0.338,0.898,-1.232,111.328,115.051,185.059
0.613,1.442,-1.052,26.489,116.699,147.400
0.630,1.445,-0.995,7.080,62.866,71.289
0.324,1.274,-1.039,26.794,-63.049,-75.073
-0.329,0.666,-1.066,14.771,-90.149,-98.022
-0.388,0.424,-0.940,-43.823,-72.388,-74.036
-0.220,0.320,-0.615,-60.181,-52.185,-58.777
-0.193,0.382,-0.577,-33.142,-33.325,-48.035
-0.198,0.506,-0.684,-3.540,-29.785,-41.748
-0.142,0.568,-0.753,26.672,-27.405,-31.982
-0.060,0.643,-0.815,74.768,-36.926,-17.029
0.079,0.825,-0.867,89.233,-44.250,-16.541
0.131,0.906,-0.844,112.610,-51.819,-28.931
0.232,1.000,-0.772,126.404,-57.190,-42.847
0.257,1.023,-0.739,150.452,-77.820,-83.984
0.245,1.055,-0.700,156.128,-88.928,-105.469
0.226,1.057,-0.692,156.921,-97.046,-124.573
0.213,1.037,-0.687,148.010,-108.398,-152.832
0.283,0.952,-0.668,136.902,-111.938,-164.490
0.327,0.945,-0.643,96.130,-105.835,-191.711
0.362,1.068,-0.543,70.435,-100.159,-207.336
0.344,1.117,-0.464,24.170,-96.436,-233.215
0.304,1.092,-0.226,3.357,-97.656,-236.999
0.331,1.043,-0.096,-15.930,-93.506,-237.244
0.361,0.998,0.011,-27.100,-65.918,-235.779
0.403,0.925,0.071,-5.920,-53.772,-230.835
0.415,0.903,0.003,77.820,-48.218,-208.984
0.455,0.831,-0.237,117.371,-52.002,-195.007
0.481,0.779,-0.352,145.264,-51.453,-171.448
0.563,0.686,-0.452,133.606,-43.884,-167.175
0.602,0.665,-0.411,117.187,-34.058,-165.100
0.653,0.670,-0.273,106.567,-24.414,-159.302
0.674,0.631,-0.248,119.873,-27.649,-158.447
0.692,0.554,-0.269,165.833,-45.349,-157.837
0.714,0.392,-0.349,176.270,-50.354,-153.137
0.749,0.355,-0.346,158.386,-40.344,-135.986
0.772,0.351,-0.299,147.278,-34.241,-133.057
0.749,0.338,-0.284,143.921,-34.424,-132.385
0.739,0.311,-0.279,150.940,-39.124,-124.756
0.790,0.254,-0.305,150.635,-34.485,-118.713
0.819,0.234,-0.332,128.052,-16.541,-114.075
0.833,0.176,-0.313,108.948,-8.240,-114.380
0.819,0.148,-0.280,89.539,-4.639,-112.610
0.801,0.105,-0.284,94.421,-12.085,-110.168
0.820,0.087,-0.307,101.562,-21.484,-107.178
0.842,0.078,-0.325,101.440,-29.968,-103.027
0.859,0.025,-0.367,91.858,-27.954,-104.980
0.854,-0.003,-0.361,62.561,-26.794,-109.314
0.868,-0.025,-0.283,53.345,-31.921,-110.657
0.879,-0.064,-0.254,55.176,-48.645,-112.061
0.923,-0.209,-0.244,58.105,-52.795,-109.619
0.937,-0.270,-0.244,52.124,-48.401,-102.173
0.969,-0.313,-0.219,43.152,-45.044,-99.854
0.972,-0.347,-0.196,31.189,-43.762,-101.013
0.957,-0.399,-0.167,1.404,-44.006,-102.966
0.936,-0.455,-0.089,-11.963,-42.358,-97.656
0.935,-0.454,-0.076,-20.935,-24.536,-86.365
0.990,-0.465,-0.150,-18.677,-12.329,-80.139
1.027,-0.445,-0.201,-7.141,-2.625,-62.073
1.089,-0.397,-0.315,3.723,-11.597,-55.359
1.101,-0.390,-0.374,14.954,-26.611,-52.124
1.068,-0.374,-0.417,22.156,-55.298,-55.847
1.044,-0.383,-0.385,15.625,-64.880,-60.059
1.031,-0.403,-0.312,-4.944,-71.716,-65.491
0.988,-0.459,-0.142,-10.620,-68.787,-67.322
0.948,-0.492,-0.075,-11.719,-58.594,-62.805
0.886,-0.517,0.036,-10.132,-54.443,-56.274
0.887,-0.497,0.078,-1.038,-51.514,-47.302
0.888,-0.479,0.105,5.554,-50.049,-47.729
0.875,-0.482,0.106,10.193,-45.654,-48.401
0.863,-0.483,0.116,11.292,-30.701,-43.579
0.866,-0.490,0.167,9.155,-23.376,-39.368
0.870,-0.504,0.189,2.625,-7.324,-29.541
0.888,-0.521,0.200,-0.916,3.357,-24.170
0.901,-0.521,0.181,-2.808,22.461,-17.700
0.909,-0.530,0.093,-2.441,27.832,-15.808
0.915,-0.527,0.048,-4.150,30.640,-12.268
0.932,-0.507,0.021,-11.230,31.494,-0.854
0.972,-0.447,0.013,-13.062,30.518,3.845
0.988,-0.425,0.024,-14.099,27.039,9.033
1.004,-0.385,0.074,-14.893,25.269,10.315
1.009,-0.364,0.114,-14.709,21.362,10.559
0.996,-0.346,0.164,-11.169,19.226,9.033
0.979,-0.346,0.166,-6.042,17.700,7.324
0.962,-0.348,0.160,2.136,16.479,5.249
0.919,-0.368,0.130,3.601,16.235,4.456
0.891,-0.386,0.104,1.953,18.677,4.883
0.855,-0.399,0.054,-0.366,20.813,6.470
0.846,-0.393,0.035,-2.136,21.545,7.812
0.841,-0.384,0.015,-1.770,16.113,8.484
0.842,-0.373,-0.001,-0.854,10.864,8.240
0.849,-0.366,0.011,-0.183,0.977,7.507
0.862,-0.360,0.039,-0.488,-1.709,6.592
0.866,-0.361,0.051,-2.686,-1.526,6.775
0.884,-0.358,0.076,-3.357,-0.244,8.240

