"aX","aY","aZ","gX","gY","gZ"
0.809,0.118,0.482,91.370,-70.129,-44.067
0.815,0.094,0.506,71.594,-62.683,-42.664
0.820,0.089,0.512,59.937,-60.791,-43.030
0.831,0.087,0.513,34.302,-58.960,-45.959
0.851,0.078,0.527,21.240,-59.082,-47.119
0.856,0.074,0.532,16.418,-58.716,-44.373
0.868,0.103,0.500,21.729,-58.105,-42.114
0.869,0.125,0.472,30.640,-57.007,-39.612
0.858,0.139,0.449,51.819,-54.810,-34.058
0.814,0.156,0.406,54.993,-55.115,-33.264
0.792,0.146,0.402,55.176,-57.556,-36.011
0.797,0.150,0.417,57.190,-60.791,-40.100
0.797,0.161,0.418,57.617,-65.125,-45.166
0.811,0.133,0.472,49.316,-69.824,-49.316
0.827,0.117,0.507,48.706,-69.153,-47.913
0.839,0.111,0.531,67.749,-63.354,-42.480
0.846,0.124,0.539,78.491,-59.814,-39.429
0.830,0.124,0.520,85.571,-57.312,-33.569
0.760,0.072,0.496,85.937,-57.556,-30.579
0.723,0.034,0.509,87.158,-57.556,-28.870
0.701,0.000,0.532,88.013,-57.617,-32.166
0.697,-0.035,0.574,85.266,-57.373,-36.072
0.696,-0.054,0.595,74.097,-55.664,-42.603
0.714,-0.117,0.649,71.411,-53.650,-45.837
0.727,-0.136,0.660,75.623,-53.223,-53.223
0.734,-0.147,0.667,77.759,-53.223,-53.894
0.724,-0.164,0.680,79.468,-51.270,-50.842
0.723,-0.180,0.701,78.003,-46.509,-41.016
0.778,-0.145,0.719,76.843,-44.617,-37.170
0.803,-0.110,0.704,77.087,-42.297,-31.738
0.702,-0.182,0.710,73.608,-41.809,-28.442
0.603,-0.315,0.743,65.430,-48.889,-25.513
0.475,-0.579,0.794,60.059,-54.565,-26.001
0.464,-0.669,0.863,53.955,-56.335,-24.658
0.494,-0.711,0.990,46.143,-41.382,-18.433
0.646,-0.594,1.321,43.274,-24.292,-15.930
0.698,-0.482,1.360,10.437,12.939,-9.705

0.315,-0.814,1.658,-68.115,62.622,25.391
0.280,-0.885,1.765,-102.661,108.459,31.860
0.267,-0.937,1.764,-118.713,133.484,31.738
0.233,-0.937,1.677,-149.414,187.683,37.170
0.149,-0.963,1.472,-159.607,212.708,50.232
0.096,-0.976,1.375,-163.696,235.596,69.763
0.033,-0.981,1.288,-161.987,277.954,114.014
-0.149,-0.957,1.125,-161.499,299.194,139.221
-0.320,-1.034,1.081,-185.669,351.379,205.994
-0.753,-1.330,1.092,-214.661,380.493,235.168
-0.935,-1.449,1.074,-297.729,429.016,276.306
-1.124,-1.635,0.702,-345.032,455.261,294.434
-1.180,-1.713,0.355,-390.442,479.797,314.636
-1.177,-1.697,-0.080,-447.449,494.080,379.089
-1.266,-1.292,-1.530,-449.097,478.760,424.866
-1.487,-1.036,-2.319,-503.052,442.505,505.066
-1.589,-0.342,-3.839,-576.355,390.198,485.474
-1.277,-0.243,-4.000,-566.650,224.487,301.575
-0.464,0.038,-3.897,-417.786,172.791,224.548
-0.313,0.289,-3.491,-254.089,136.292,185.791
-0.199,0.448,-2.486,-83.557,63.110,133.118
-0.167,0.446,-2.082,-69.397,44.189,101.196
-0.147,0.421,-1.780,-92.957,46.448,41.504
-0.098,0.403,-1.399,-104.065,35.339,16.907
-0.091,0.413,-1.295,-119.995,30.823,-4.456
-0.018,0.339,-1.250,-129.517,42.542,-18.372
0.057,0.304,-1.300,-133.423,48.096,-30.640
0.135,0.189,-1.404,-136.536,43.762,-26.367
0.164,0.123,-1.436,-136.719,42.114,-24.780
0.184,0.075,-1.427,-110.535,32.288,-20.630
0.170,0.009,-1.279,-90.210,22.888,-17.273
0.162,-0.017,-1.176,-66.895,12.024,-15.747
0.174,-0.069,-1.049,-62.622,11.169,-16.724
0.194,-0.097,-1.033,-58.777,11.597,-17.883
0.230,-0.146,-1.050,-51.208,11.353,-13.611
0.261,-0.154,-1.168,-47.180,10.010,-7.263
0.268,-0.184,-1.227,-28.809,8.972,5.981
0.201,-0.192,-1.084,-19.775,6.104,5.676
0.178,-0.141,-0.991,-18.555,6.653,1.282
0.140,-0.090,-0.956,-20.386,10.193,1.343
0.136,-0.106,-1.000,-17.822,12.146,2.441
0.160,-0.150,-1.196,-19.104,10.864,2.625
0.167,-0.175,-1.318,-20.691,9.277,4.517
0.162,-0.196,-1.436,-8.484,5.554,12.085
0.125,-0.194,-1.607,5.493,3.113,14.648
0.088,-0.171,-1.637,43.884,-11.230,13.977
0.014,-0.132,-1.616,64.758,-23.499,9.399
0.001,-0.118,-1.596,100.525,-46.326,-5.615
0.053,-0.099,-1.573,118.286,-53.162,-13.123
0.093,-0.079,-1.562,137.085,-57.251,-20.203
0.102,-0.061,-1.542,167.419,-61.768,-29.480
0.057,-0.051,-1.464,177.185,-65.918,-32.349
0.034,-0.051,-1.414,196.289,-80.872,-39.490
0.076,-0.020,-1.307,202.148,-89.905,-42.419
0.141,0.019,-1.257,206.848,-110.840,-48.401
0.186,0.029,-1.159,205.505,-120.728,-49.561
0.181,0.034,-1.109,202.942,-128.906,-49.072
0.157,0.055,-1.060,199.768,-141.357,-51.514
0.101,0.090,-0.942,202.454,-145.569,-54.016
0.089,0.090,-0.860,216.370,-147.949,-60.364
0.152,0.109,-0.675,220.520,-147.766,-63.904
0.199,0.119,-0.586,208.252,-153.381,-74.890
0.297,0.139,-0.465,197.571,-157.532,-79.895
0.347,0.166,-0.442,188.660,-160.950,-83.923
0.383,0.196,-0.425,178.040,-162.476,-84.412
0.412,0.229,-0.337,177.063,-160.889,-82.092
0.432,0.237,-0.270,181.396,-157.288,-83.557
0.515,0.278,-0.164,178.894,-155.334,-85.449
0.569,0.305,-0.137,161.926,-143.188,-86.304
0.663,0.331,-0.105,151.855,-134.888,-85.815
0.680,0.330,-0.097,143.799,-128.174,-83.374
0.683,0.323,-0.087,137.024,-120.666,-72.693
0.681,0.303,-0.039,136.780,-119.324,-68.542
0.689,0.298,-0.002,138.489,-117.615,-68.359
0.749,0.300,0.068,135.254,-116.333,-70.496
0.782,0.306,0.083,123.230,-109.863,-70.190
0.829,0.319,0.087,118.042,-104.858,-66.711
0.836,0.321,0.085,113.770,-99.365,-61.646
0.832,0.308,0.093,108.948,-89.600,-52.002
0.828,0.272,0.125,107.239,-86.914,-48.889
0.839,0.264,0.131,103.577,-84.412,-46.387
0.859,0.255,0.132,103.577,-83.313,-46.448
0.857,0.254,0.139,108.276,-81.970,-46.082
0.832,0.256,0.163,109.070,-81.970,-45.166
0.819,0.243,0.190,109.192,-81.238,-44.006
0.816,0.230,0.230,109.314,-77.393,-42.664
0.835,0.232,0.287,108.582,-76.233,-42.847
0.830,0.232,0.299,102.905,-72.388,-44.983
0.779,0.184,0.328,99.548,-71.289,-45.776
0.764,0.161,0.344,98.083,-71.838,-46.753
0.768,0.145,0.365,98.083,-72.449,-50.903
0.823,0.125,0.430,96.802,-71.533,-53.711
0.839,0.118,0.448,92.468,-71.533,-58.044
0.834,0.068,0.483,89.416,-71.533,-57.190
0.836,0.046,0.521,90.027,-71.045,-52.246
0.852,0.066,0.559,95.764,-69.214,-50.415
0.838,0.067,0.564,100.159,-66.650,-48.035
0.814,0.056,0.573,100.525,-63.293,-39.551
0.755,0.052,0.576,100.586,-63.232,-36.865
0.732,0.047,0.578,96.680,-62.378,-37.720
0.725,0.040,0.581,93.628,-62.134,-39.795
0.727,0.032,0.578,88.867,-61.279,-44.189
0.730,0.021,0.566,90.454,-59.998,-47.180
0.739,0.026,0.545,92.957,-59.082,-51.086
0.739,0.017,0.509,91.736,-61.035,-57.800
0.682,-0.084,0.470,88.684,-61.951,-58.167
0.647,-0.155,0.486,91.309,-62.439,-56.946
0.604,-0.283,0.557,91.064,-64.392,-59.204
0.596,-0.331,0.623,85.876,-66.589,-62.683
0.597,-0.382,0.685,71.228,-65.125,-69.519
0.617,-0.464,0.812,61.523,-64.148,-72.388
0.640,-0.492,0.869,46.753,-58.777,-69.641
0.702,-0.549,1.000,43.762,-52.979,-64.148
0.719,-0.547,1.045,28.870,-40.955,-43.884
0.719,-0.515,1.136,21.912,-33.203,-31.128
0.711,-0.506,1.176,19.409,-23.560,-18.066
0.697,-0.484,1.178,13.977,-6.470,6.531
0.648,-0.380,1.013,7.446,-1.465,15.259
0.630,-0.318,0.882,-5.127,1.160,20.874

-1.369,-1.518,-1.695,-612.854,448.425,395.813
-1.340,-1.480,-2.239,-561.707,345.398,318.604
-1.010,-0.744,-2.959,-445.374,303.223,275.085
-0.838,-0.340,-2.893,-184.448,186.523,193.054
-0.692,-0.060,-2.194,-115.967,107.971,142.761
-0.652,-0.143,-1.894,-136.841,-7.507,38.452
-0.439,-0.336,-1.856,-175.476,-11.414,15.564
-0.385,-0.416,-2.039,-199.036,35.461,12.390
-0.326,-0.342,-2.432,-195.251,99.060,12.390
-0.508,-0.633,-2.897,-143.616,52.612,19.287
-0.676,-1.097,-1.668,106.506,-45.166,6.226
-0.231,0.307,-0.961,123.230,-67.261,-21.851
-0.155,0.433,-0.805,35.583,-45.837,-33.630
-0.135,-0.119,-0.328,16.235,-52.795,-35.400
-0.009,-0.096,-0.274,20.325,-61.829,-50.476
0.235,-0.126,-0.455,-6.897,-22.217,-66.956
0.274,-0.208,-0.681,-33.142,6.775,-53.711
0.263,-0.250,-0.922,-54.382,33.386,-13.062
0.139,-0.287,-1.346,-54.138,30.579,3.662
0.084,-0.293,-1.592,-30.334,21.301,13.794
0.011,-0.331,-1.504,-2.075,12.207,8.972
0.007,-0.256,-1.393,31.372,-19.165,-0.427
0.018,-0.189,-1.327,37.964,-22.827,1.709
0.015,-0.204,-1.263,49.011,-22.583,4.639
0.004,-0.189,-1.192,73.547,-30.579,1.160
-0.021,-0.141,-1.123,76.538,-36.072,-1.221
-0.033,-0.121,-1.126,75.317,-37.964,-2.869
-0.047,-0.100,-1.155,75.073,-36.499,-4.700
-0.046,-0.085,-1.180,77.087,-39.856,-12.878
-0.030,-0.049,-1.254,79.468,-44.800,-17.883
-0.016,-0.031,-1.287,83.252,-49.683,-22.583
0.003,-0.006,-1.318,96.558,-54.626,-29.175
0.007,-0.004,-1.331,103.455,-54.932,-29.968
0.013,0.001,-1.347,116.150,-56.396,-28.381
0.033,0.028,-1.363,122.009,-58.899,-29.236
0.035,0.035,-1.353,136.108,-69.702,-34.546
0.045,0.066,-1.304,144.043,-77.759,-39.063
0.059,0.085,-1.269,154.236,-95.276,-51.331
0.093,0.093,-1.217,157.898,-102.661,-56.335
0.112,0.093,-1.206,162.354,-109.009,-59.570
0.132,0.098,-1.192,172.302,-118.591,-61.707
0.176,0.134,-1.161,179.077,-121.582,-61.340
0.184,0.146,-1.135,190.918,-127.686,-61.340
0.182,0.153,-1.060,194.946,-132.263,-61.768
0.191,0.173,-1.033,204.651,-143.433,-63.354
0.196,0.215,-0.982,210.754,-147.339,-65.002
0.199,0.225,-0.943,218.140,-149.536,-68.054
0.215,0.241,-0.892,230.652,-152.527,-78.369
0.250,0.254,-0.747,230.591,-156.067,-85.815
0.261,0.246,-0.684,226.379,-169.189,-99.548
0.301,0.270,-0.579,225.952,-174.255,-104.004
0.325,0.279,-0.531,228.027,-173.950,-110.474
0.354,0.289,-0.428,229.248,-170.654,-112.793
0.360,0.271,-0.360,228.027,-168.884,-115.662
0.367,0.245,-0.281,220.520,-173.035,-125.610
0.408,0.207,-0.120,215.576,-176.270,-130.371
0.435,0.182,-0.036,206.177,-177.734,-135.620
0.533,0.141,0.129,204.712,-176.880,-135.620
0.572,0.147,0.183,201.721,-169.128,-128.845
0.627,0.117,0.299,194.153,-161.011,-123.291
0.647,0.103,0.341,184.814,-152.405,-117.432
0.657,0.091,0.363,171.143,-135.193,-107.666
0.675,0.072,0.378,168.701,-125.183,-103.882
0.681,0.062,0.386,168.579,-108.215,-99.976
0.703,0.012,0.440,169.128,-102.417,-99.854
0.723,-0.015,0.468,169.556,-98.328,-100.586
0.746,-0.042,0.487,164.917,-94.177,-101.379
0.797,-0.127,0.521,157.654,-93.140,-101.562
0.831,-0.162,0.538,141.785,-95.520,-99.609
0.870,-0.189,0.565,137.817,-96.497,-95.764
0.855,-0.201,0.584,139.160,-92.346,-81.665
0.764,-0.242,0.642,140.991,-88.440,-72.510
0.730,-0.244,0.688,142.761,-83.923,-64.148
0.707,-0.225,0.734,144.653,-73.242,-57.922
0.670,-0.216,0.802,137.817,-68.726,-58.289
0.667,-0.227,0.788,110.535,-62.805,-62.683
0.691,-0.256,0.672,98.511,-60.242,-66.040
0.695,-0.285,0.627,89.783,-54.504,-68.481
0.658,-0.396,0.651,91.858,-51.392,-65.735
0.639,-0.449,0.720,96.375,-47.302,-61.462
0.636,-0.477,0.806,100.525,-36.072,-54.871
0.641,-0.481,0.921,91.492,-29.846,-53.467
0.646,-0.484,0.926,53.894,-19.897,-52.795
0.666,-0.503,0.849,33.875,-16.968,-53.223
0.681,-0.518,0.815,9.644,-12.268,-48.096
0.764,-0.513,0.814,7.141,-9.155,-43.640
0.815,-0.489,0.835,7.385,-5.981,-37.964
0.861,-0.441,0.833,6.714,0.977,-19.409
0.852,-0.372,0.734,4.456,4.822,-9.155
0.799,-0.368,0.655,-2.869,5.005,8.118
0.723,-0.346,0.534,-4.211,2.625,11.597
0.715,-0.327,0.518,-2.014,-0.366,9.460
0.707,-0.319,0.566,-0.732,0.671,5.798
0.708,-0.332,0.600,-1.648,3.052,1.953
0.720,-0.344,0.622,-10.071,5.005,-4.761
0.768,-0.344,0.623,-14.954,3.357,-7.629
0.790,-0.336,0.613,-19.653,-1.709,-9.644
0.793,-0.301,0.598,-17.761,-2.747,-7.812
0.772,-0.279,0.593,-9.705,-1.038,-2.075
0.717,-0.262,0.592,-6.958,-0.305,-0.610
0.699,-0.259,0.594,-5.798,-0.610,-1.465
0.695,-0.262,0.599,-7.202,-2.502,-8.423
0.716,-0.286,0.615,-8.911,-2.991,-11.108
0.731,-0.300,0.622,-10.620,-1.221,-11.047
0.752,-0.324,0.634,-9.766,0.122,-9.644
0.757,-0.325,0.635,-6.287,-0.244,-6.897
0.763,-0.320,0.622,-4.517,-1.282,-5.188
0.766,-0.315,0.615,-3.296,-2.075,-1.831
0.763,-0.304,0.604,-3.662,-2.197,-0.610
0.758,-0.294,0.590,-3.784,-2.319,0.000
0.748,-0.285,0.574,-0.366,-2.869,0.366
0.720,-0.285,0.582,2.747,-2.991,0.549
0.713,-0.291,0.607,6.714,-2.747,0.122
0.719,-0.303,0.648,5.981,-2.502,-1.221
0.721,-0.310,0.655,3.723,-2.197,-2.991
0.723,-0.315,0.657,-1.282,-1.648,-5.005
0.724,-0.314,0.639,-2.258,-1.709,-4.822
0.726,-0.304,0.626,-0.916,-2.075,-4.089
0.727,-0.292,0.615,0.427,-2.075,-3.784

0.408,-0.942,1.343,-51.025,51.392,44.312
0.383,-1.000,1.471,-94.360,88.196,61.035
0.379,-1.030,1.568,-119.141,109.802,71.777
0.369,-1.033,1.527,-144.043,131.653,84.106
0.302,-1.035,1.358,-194.641,172.791,112.305
0.247,-1.024,1.271,-213.074,193.054,127.136
0.193,-1.005,1.207,-226.318,232.788,159.424
0.115,-0.927,1.115,-230.591,254.089,176.270
0.080,-0.888,1.066,-267.273,303.528,215.515
-0.038,-0.859,0.924,-303.772,331.116,236.328
-0.128,-0.875,0.806,-343.628,358.337,255.859
-0.386,-0.956,0.492,-404.175,401.916,291.382
-0.494,-0.999,0.336,-421.570,418.274,308.899
-0.577,-1.040,0.191,-438.721,441.528,332.703
-0.683,-1.050,-0.179,-440.979,452.087,337.769
-0.748,-1.022,-0.427,-434.998,485.168,343.750
-0.998,-0.997,-0.942,-434.936,509.155,352.905
-1.182,-1.046,-1.144,-479.065,533.569,377.991
-1.457,-1.102,-1.674,-509.155,503.235,382.996
-1.532,-1.023,-2.025,-520.142,447.998,376.953
-1.590,-0.860,-2.335,-437.195,309.875,323.853
-1.593,-0.446,-2.583,-366.455,239.258,275.574
-1.441,-0.327,-2.516,-266.174,94.482,137.939
-0.921,-0.373,-2.228,-240.051,34.058,72.327
-0.697,-0.490,-2.001,-199.036,-21.973,3.113
-0.414,-0.639,-1.760,-192.749,-17.761,-6.287
-0.308,-0.673,-1.914,-193.481,-0.183,-8.118
-0.349,-0.792,-2.964,-205.383,-6.653,-11.108
-0.452,-1.312,-2.037,-152.527,-41.382,-4.700
-0.388,-1.021,-1.132,100.952,-25.269,-18.127
-0.186,0.274,-0.778,93.994,-25.330,-39.917
-0.117,0.090,-0.447,-19.958,-60.120,-35.522
-0.025,-0.124,-0.110,-46.936,-76.111,-24.292
0.037,-0.173,-0.260,-72.510,-30.029,-28.259
0.161,-0.462,-0.831,-68.237,14.160,-29.846
0.161,-0.537,-1.226,-54.749,43.884,-23.499
0.002,-0.705,-1.895,-37.964,38.574,6.592
-0.109,-0.691,-1.608,-7.996,16.602,19.287
-0.155,-0.507,-1.536,48.340,-11.902,18.738
-0.130,-0.384,-1.440,61.646,-12.817,7.202
-0.116,-0.386,-1.291,113.953,-27.405,-9.766
-0.106,-0.375,-1.055,132.568,-40.955,-15.747
-0.102,-0.359,-1.020,144.958,-67.566,-33.630
-0.079,-0.246,-1.057,147.827,-71.289,-38.391
-0.060,-0.200,-1.071,145.996,-67.200,-39.795
-0.043,-0.169,-1.080,132.812,-56.152,-40.588
-0.007,-0.130,-1.109,127.625,-54.871,-39.368
0.011,-0.115,-1.136,120.544,-59.753,-33.081
0.033,-0.094,-1.192,119.751,-63.477,-28.564
0.039,-0.088,-1.205,130.371,-71.594,-25.330
0.059,-0.057,-1.206,140.991,-75.867,-26.917
0.071,-0.033,-1.188,154.175,-81.360,-33.813
0.105,-0.008,-1.139,153.320,-83.740,-36.926
0.133,0.011,-1.127,150.146,-86.121,-38.635
0.154,0.029,-1.121,144.775,-89.844,-39.124
0.175,0.049,-1.123,146.301,-91.187,-37.048
0.182,0.074,-1.126,161.438,-97.839,-31.738
0.180,0.130,-1.099,171.570,-103.271,-31.738
0.191,0.160,-1.077,183.777,-111.633,-37.170
0.219,0.216,-1.053,185.669,-112.610,-40.283
0.223,0.240,-1.034,186.035,-110.779,-43.518
0.226,0.259,-1.005,186.707,-107.971,-53.101
0.234,0.276,-0.942,191.162,-110.840,-57.434
0.232,0.290,-0.904,205.627,-123.352,-65.735
0.262,0.354,-0.793,210.266,-130.859,-70.618
0.292,0.380,-0.738,200.867,-137.878,-83.984
0.362,0.406,-0.677,189.636,-136.353,-87.158
0.384,0.417,-0.663,180.603,-133.789,-86.670
0.386,0.422,-0.640,177.368,-126.465,-81.970
0.349,0.404,-0.515,180.542,-122.559,-84.290
0.353,0.392,-0.448,183.228,-127.014,-101.379
0.427,0.378,-0.379,180.176,-132.141,-112.976
0.476,0.373,-0.353,175.293,-134.216,-128.479
0.540,0.339,-0.227,173.889,-133.240,-131.226
0.569,0.320,-0.143,169.983,-132.874,-130.920
0.605,0.306,-0.072,156.189,-134.949,-124.329
0.676,0.285,-0.005,150.940,-133.728,-117.737
0.704,0.273,0.013,148.682,-118.896,-102.417
0.739,0.264,0.057,149.170,-109.619,-96.130
0.742,0.245,0.087,142.822,-99.243,-87.769
0.755,0.197,0.130,139.465,-99.792,-85.510
0.762,0.188,0.146,139.404,-101.990,-84.229
0.770,0.184,0.172,143.372,-100.281,-82.947
0.793,0.176,0.246,143.616,-96.008,-82.764
0.805,0.155,0.293,135.864,-89.416,-80.627
0.832,0.108,0.363,129.028,-88.562,-78.552
0.837,0.082,0.370,122.314,-88.684,-75.745
0.841,0.052,0.368,116.821,-88.501,-69.824
0.872,0.017,0.386,117.187,-86.243,-68.054
0.879,-0.004,0.406,116.577,-78.735,-63.965
0.872,-0.055,0.447,113.708,-77.698,-61.340
0.865,-0.070,0.451,111.511,-81.299,-56.885
0.870,-0.046,0.427,113.403,-82.703,-54.443
0.861,-0.022,0.412,116.333,-83.191,-51.147
0.844,-0.001,0.406,122.681,-82.397,-45.654
0.805,0.057,0.432,127.319,-80.261,-47.119
0.802,0.109,0.444,127.380,-77.087,-59.631
0.777,0.172,0.428,117.676,-77.087,-65.857
0.746,0.150,0.417,98.145,-78.125,-73.486
0.699,0.053,0.445,96.741,-77.820,-76.721
0.683,-0.000,0.479,98.328,-77.148,-79.651
0.668,-0.066,0.522,97.473,-74.097,-84.656
0.633,-0.220,0.619,94.666,-73.364,-88.318
0.630,-0.301,0.674,84.290,-71.045,-95.154
0.659,-0.446,0.810,77.759,-68.298,-96.375
0.685,-0.503,0.868,64.392,-55.725,-87.830
0.738,-0.570,0.933,57.922,-46.753,-78.247
0.759,-0.581,0.943,52.368,-39.856,-67.383
0.773,-0.577,0.950,39.917,-32.837,-48.218
0.759,-0.509,0.915,34.790,-29.968,-39.978
0.731,-0.464,0.878,28.748,-22.583,-25.146
0.665,-0.397,0.809,25.757,-19.409,-18.311
0.639,-0.364,0.784,18.494,-13.733,-11.780
0.614,-0.330,0.752,14.221,-10.864,-12.329
0.622,-0.322,0.740,9.338,-8.728,-15.076
0.649,-0.310,0.722,1.526,-4.822,-21.729
0.702,-0.309,0.681,0.854,-4.456,-20.569
0.707,-0.329,0.670,2.380,-5.310,-12.878
0.694,-0.374,0.671,3.418,-5.676,-9.949

0.244,-1.006,1.616,-75.684,80.933,36.804
0.257,-1.027,1.690,-128.845,130.005,57.556
0.290,-0.966,1.694,-155.701,154.724,69.641
0.279,-0.923,1.610,-177.673,208.740,101.562
0.199,-0.838,1.335,-182.312,232.788,120.605
0.141,-0.775,1.197,-185.669,252.869,138.794
0.074,-0.709,1.084,-189.026,291.687,169.189
-0.076,-0.663,0.886,-196.045,311.890,183.350
-0.137,-0.666,0.760,-264.771,346.924,201.843
-0.172,-0.669,0.488,-315.063,359.924,208.008
-0.188,-0.703,0.312,-362.793,373.901,218.445
-0.220,-0.705,-0.175,-348.999,380.310,223.755
-0.218,-0.612,-0.444,-324.402,389.954,231.995
-0.235,-0.478,-0.705,-272.949,427.673,271.301
-0.379,-0.344,-0.983,-262.878,450.623,301.819
-0.494,-0.384,-1.016,-309.387,449.707,346.130
-0.664,-0.532,-1.149,-357.117,412.231,349.060
-0.692,-0.539,-1.384,-394.165,311.279,310.486
-0.677,-0.177,-2.057,-359.802,286.377,288.086
-0.709,0.049,-2.279,-309.326,289.246,278.931
-0.736,0.178,-2.370,-252.014,285.339,268.494
-0.615,0.244,-2.383,-247.559,231.995,234.436
-0.492,0.272,-2.346,-196.228,72.632,112.000
-0.305,0.281,-1.977,-140.930,10.681,53.833
-0.249,0.208,-1.684,-63.232,-27.283,-8.301
-0.127,0.067,-1.191,-61.523,-12.878,-13.000
-0.035,0.024,-1.083,-82.458,6.836,-7.751
0.063,-0.035,-1.087,-140.442,30.701,14.709
0.073,-0.092,-1.113,-151.917,36.255,19.592
0.076,-0.118,-1.132,-132.507,34.485,28.564
0.066,-0.170,-1.201,-123.352,36.865,44.861
0.030,-0.192,-1.292,-119.995,34.546,54.077
-0.029,-0.148,-1.526,-111.389,31.006,48.462
-0.055,-0.117,-1.577,-77.332,18.982,35.156
-0.097,-0.066,-1.502,-63.049,5.737,24.292
-0.102,-0.064,-1.437,-54.321,-9.033,13.306
-0.077,-0.078,-1.375,-47.241,-22.095,-7.446
0.020,-0.149,-1.243,-43.091,-19.653,-15.259
0.050,-0.192,-1.177,-26.184,-12.390,-17.761
0.034,-0.257,-1.124,-16.602,-10.376,-14.038
0.012,-0.274,-1.167,6.897,-4.028,-3.662
0.009,-0.229,-1.357,22.034,0.854,-1.953
0.027,-0.190,-1.421,37.659,4.272,-4.028
0.075,-0.152,-1.450,63.721,-1.465,-7.507
0.088,-0.141,-1.450,74.585,-8.972,-5.920
0.095,-0.145,-1.466,94.788,-17.334,-4.211
0.084,-0.158,-1.550,103.760,-17.090,-3.357
0.068,-0.159,-1.626,121.704,-18.616,-3.235
-0.005,-0.132,-1.826,135.559,-23.621,-3.662
-0.049,-0.092,-1.885,178.467,-40.283,-14.832
-0.094,-0.067,-1.826,202.820,-50.171,-28.931
-0.096,-0.074,-1.734,225.586,-61.218,-44.434
-0.093,-0.080,-1.628,252.563,-87.280,-68.237
-0.074,-0.075,-1.419,256.104,-100.586,-76.477
-0.062,-0.069,-1.323,262.573,-120.972,-86.975
-0.065,-0.045,-1.105,267.151,-125.488,-89.966
-0.065,-0.027,-0.997,275.330,-133.301,-103.027
-0.032,0.032,-0.805,274.658,-136.475,-109.558
-0.007,0.055,-0.704,259.766,-149.292,-120.178
0.067,0.112,-0.558,248.779,-156.860,-125.122
0.104,0.145,-0.504,238.098,-161.255,-127.441
0.142,0.178,-0.449,224.182,-164.429,-130.066
0.222,0.231,-0.363,220.215,-165.466,-132.263
0.260,0.262,-0.334,211.670,-164.062,-131.836
0.302,0.271,-0.226,206.604,-163.269,-131.958
0.336,0.271,-0.166,198.181,-164.795,-135.681
0.417,0.302,-0.080,192.627,-163.574,-136.292
0.454,0.299,-0.046,186.401,-160.583,-136.047
0.500,0.297,-0.013,177.307,-155.518,-132.263
0.574,0.312,0.046,171.692,-153.503,-128.113
0.592,0.297,0.078,160.278,-150.452,-118.530
0.641,0.275,0.123,156.860,-148.499,-113.525
0.655,0.272,0.128,158.447,-139.282,-103.760
0.670,0.253,0.169,160.583,-131.958,-101.135
0.677,0.232,0.197,160.950,-125.916,-99.976
0.677,0.207,0.221,157.715,-123.108,-100.647
0.695,0.174,0.275,155.762,-123.413,-102.844
0.714,0.152,0.317,148.193,-125.183,-105.225
0.747,0.109,0.382,144.287,-126.648,-104.675
0.748,0.099,0.398,140.686,-124.146,-100.464
0.747,0.038,0.480,138.184,-120.361,-96.375
0.771,0.015,0.535,134.583,-118.469,-92.041
0.807,0.003,0.582,125.916,-123.047,-81.726
0.846,-0.009,0.614,123.230,-124.573,-73.425
0.848,-0.022,0.613,124.573,-110.352,-52.551
0.820,-0.054,0.607,127.563,-98.877,-43.091
0.780,-0.069,0.606,129.700,-88.623,-36.987
0.742,-0.080,0.610,124.268,-78.369,-36.804
0.689,-0.067,0.620,118.042,-78.491,-42.419
0.672,-0.072,0.636,104.675,-76.965,-54.810
0.675,-0.119,0.673,101.196,-73.792,-58.289
0.679,-0.150,0.686,101.807,-67.749,-59.021
0.679,-0.217,0.743,102.600,-64.209,-56.274
0.664,-0.264,0.795,101.624,-59.937,-52.795
0.618,-0.361,0.903,91.553,-52.734,-48.950
0.625,-0.391,0.941,83.130,-49.194,-48.523
0.647,-0.393,0.950,62.744,-41.382,-49.316
0.668,-0.370,0.866,53.711,-37.842,-49.316
0.678,-0.358,0.798,47.241,-33.569,-44.983
0.683,-0.347,0.709,49.805,-31.494,-41.321
0.665,-0.357,0.700,52.612,-29.175,-38.269
0.636,-0.387,0.722,51.392,-25.940,-34.363
0.651,-0.437,0.838,46.631,-22.461,-33.752
0.683,-0.417,0.880,29.541,-12.512,-34.302
0.694,-0.364,0.861,19.775,-7.751,-32.471
0.688,-0.352,0.832,7.202,-2.441,-24.109
0.674,-0.331,0.779,4.517,-2.197,-17.273
0.694,-0.309,0.760,5.127,-1.282,-10.864
0.705,-0.291,0.739,6.287,1.770,-3.357
0.693,-0.305,0.707,4.211,3.784,-0.366
0.684,-0.321,0.706,2.136,7.629,4.639
0.682,-0.325,0.712,2.747,8.362,6.226
0.680,-0.313,0.708,3.418,7.446,5.737
0.671,-0.285,0.683,2.441,6.348,4.150
0.665,-0.276,0.670,0.977,5.371,2.014
0.667,-0.267,0.655,0.122,3.845,-3.296
0.688,-0.249,0.622,0.244,3.418,-5.432
0.693,-0.259,0.617,1.770,3.784,-5.737
0.689,-0.295,0.652,3.784,4.211,-4.822

0.802,-0.554,1.340,-49.377,36.316,55.603
0.683,-0.648,1.367,-78.796,61.523,89.172
0.439,-0.807,1.324,-96.436,72.632,101.379
